,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,client_accuracy_2,client_accuracy_0,client_accuracy_1,client_accuracy_4,client_accuracy_3,client_loss_2,client_loss_0,client_loss_1,client_loss_4,client_loss_3,client_accuracy_per_epoch2,client_accuracy_per_epoch0,client_accuracy_per_epoch1,client_accuracy_per_epoch4,client_accuracy_per_epoch3,client_loss_per_epoch2,client_loss_per_epoch0,client_loss_per_epoch1,client_loss_per_epoch4,client_loss_per_epoch3,client_attack_2,client_attack_0,client_attack_1,client_attack_4,client_attack_3,client_auc_2,client_auc_0,client_auc_1,client_auc_4,client_auc_3,server_attack,server_accuracy,server_auc,client_layer_leakage_2,client_layer_leakage_0,client_layer_leakage_1,client_layer_leakage_4,client_layer_leakage_3,server_layer_leakage,client_round_duration_2,client_round_duration_0,client_round_duration_1,client_round_duration_4,client_round_duration_3,client_transformation_time_0,client_transformation_time_1,client_transformation_time_2,client_transformation_time_3,client_transformation_time_4,client_transformation_time_5,client_transformation_time_6,client_transformation_time_7,client_transformation_time_8,client_transformation_time_9,server_aggregation_duration,server_model_parameters_memory_usage,server_data_parameters_memory_usage,server_transformation_time
33,33,33,33,33,33,33,33,33,33,6.8987210145055915,9.234148149597008,39.3859217313894,37.471282465627,38.6128400563486,1.865442465481005,1.8580480500271448,1.8676195169750007,1.914038181304932,1.8494436816165325,"[38.666666666666664, 38.666666666666664, 36.0, 40.666666666666664, 43.42666666666667]","[48.66666666666667, 48.66666666666667, 47.333333333333336, 45.33333333333333, 44.78666666666667]","[45.33333333333333, 44.666666666666664, 44.0, 48.0, 44.92]","[50.0, 51.33333333333333, 46.666666666666664, 50.0, 45.093333333333334]","[54.0, 52.0, 49.333333333333336, 49.333333333333336, 44.89333333333334]","[1.9437112557260614, 1.904435590693825, 1.8770714747278314, 1.8099623416599475, 1.7920316645973606]","[2.026318995576156, 1.8272140653509843, 1.8556784830595319, 1.7733808755874634, 1.8076478305615877]","[2.008642083720157, 1.8424909491288035, 1.8755724932018079, 1.8591155692150718, 1.7522764896091663]","[2.0357336621535453, 1.9174486586922093, 1.8319978086571944, 1.9421088821009587, 1.8429018949207507]","[2.084845881713064, 1.7900539636611938, 1.777814883934824, 1.8083641591824984, 1.7861395195910805]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.0,{},{},{},{},{},{},16.852998971939087,17.004395246505737,17.3493595123291,17.15078043937683,16.980279684066772,0,0,0,0,0,0,0,0,0,0,0.4353334903717041,,,0
34,34,34,34,34,34,34,34,34,34,7.352054347838926,37.64343043164222,39.49258839805606,37.84461579896034,39.61284005634859,1.8846665407481944,1.859721417176096,1.9324836843892144,1.8733186207319563,1.8120213721927845,"[45.33333333333333, 45.33333333333333, 42.66666666666667, 38.666666666666664, 43.88]","[46.666666666666664, 49.333333333333336, 50.66666666666667, 50.0, 46.33333333333333]","[44.0, 42.0, 46.0, 43.333333333333336, 45.026666666666664]","[52.666666666666664, 52.666666666666664, 53.333333333333336, 52.666666666666664, 45.46666666666667]","[44.666666666666664, 44.666666666666664, 43.333333333333336, 42.0, 45.89333333333334]","[1.9602370513112921, 1.9230546072909707, 1.8235701448039006, 1.8355215536920648, 1.8809493466427452]","[2.0730848688828316, 1.7992200224023116, 1.8279756935019242, 1.7910630702972412, 1.8072634307961715]","[2.0737422390988, 1.9700858279278404, 1.9154555232901322, 1.874517378054167, 1.8286174535751343]","[1.9905932200582404, 1.8352552652359009, 1.829090626616227, 1.8265753419775712, 1.885078649771841]","[1.9552960897746838, 1.7805884700072439, 1.7573735588475277, 1.8318127393722534, 1.7350360029622127]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4703,0.0,{},{},{},{},{},{},17.10534381866455,17.0561466217041,16.905930995941162,17.095573902130127,17.297905683517456,0,0,0,0,0,0,0,0,0,0,0.4158532619476318,,,0
35,35,35,35,35,35,35,35,35,35,8.605387681172258,36.85676376497556,40.172588398056064,38.724615798960336,9.066696600543546,1.890361035497565,1.8689934404272783,1.8516978527370247,1.8977297180577328,1.8151121980265568,"[43.333333333333336, 44.0, 43.333333333333336, 43.333333333333336, 45.13333333333333]","[45.33333333333333, 40.666666666666664, 42.66666666666667, 41.333333333333336, 45.54666666666667]","[43.333333333333336, 44.0, 44.0, 41.333333333333336, 45.70666666666667]","[58.666666666666664, 56.00000000000001, 57.333333333333336, 53.333333333333336, 46.34666666666667]","[44.0, 46.0, 47.333333333333336, 46.666666666666664, 43.44]","[2.068674583184092, 1.8985633599130731, 1.8453552158255326, 1.8537655378642834, 1.785446480700844]","[2.0359341219851843, 1.8399400522834377, 1.834955422501815, 1.8050575068122463, 1.8290800985537077]","[2.0094974793885885, 1.8321049589859812, 1.7955127327065719, 1.811893758020903, 1.8094803345830817]","[2.0136032606426038, 1.8891035506599827, 1.8550655967310856, 1.8668402433395386, 1.8640359389154535]","[2.0139115923329403, 1.7697611670745046, 1.7898793471486945, 1.7750230462927568, 1.7269858372838873]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.0,{},{},{},{},{},{},16.836530447006226,16.979528665542603,16.715657711029053,16.993786096572876,16.391472816467285,0,0,0,0,0,0,0,0,0,0,0.4291613101959228,,,0
36,36,36,36,36,36,36,36,36,36,8.67205434783893,36.750097098308885,38.705921731389395,38.73794913229367,40.13284005634858,1.8862177760977488,1.914382075008593,1.851427842441358,1.861383308862385,1.823766871502525,"[52.0, 50.0, 50.0, 48.66666666666667, 45.2]","[45.33333333333333, 46.666666666666664, 47.333333333333336, 44.666666666666664, 45.440000000000005]","[49.333333333333336, 47.333333333333336, 48.0, 48.66666666666667, 44.24]","[46.0, 40.666666666666664, 46.0, 42.66666666666667, 46.36]","[46.666666666666664, 44.666666666666664, 46.666666666666664, 46.0, 46.413333333333334]","[2.0126668842215287, 1.8919741229007119, 1.8847644391812777, 1.7822309795178866, 1.8594524546673423]","[2.0960876627972254, 1.9469965884560032, 1.8306504237024408, 1.8617470640885203, 1.836428635998776]","[1.9689718673103733, 1.8527526290793168, 1.8139579986271106, 1.822828355588411, 1.7986283616015786]","[2.032976595978988, 1.868253136935987, 1.8540064974835044, 1.7555544188148098, 1.796125895098636]","[2.012076603738885, 1.7976780251452797, 1.7499464248356067, 1.7793475954156173, 1.7797857083772357]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4771,0.0,{},{},{},{},{},{},17.13241720199585,17.718695402145386,16.973490953445435,17.117954969406128,17.277729272842407,0,0,0,0,0,0,0,0,0,0,0.2830667495727539,,,0
37,37,37,37,37,37,37,37,37,37,7.792054347838926,37.00343043164222,39.09258839805607,39.00461579896034,40.22617338968192,1.888844722195676,1.8748636258275888,1.818061557569002,1.8443810350016543,1.8485932814447503,"[48.0, 46.666666666666664, 48.0, 46.666666666666664, 44.32]","[42.0, 44.0, 46.666666666666664, 45.33333333333333, 45.693333333333335]","[48.0, 46.666666666666664, 48.0, 42.66666666666667, 44.626666666666665]","[46.0, 43.333333333333336, 44.0, 44.0, 46.626666666666665]","[50.0, 48.0, 49.333333333333336, 49.333333333333336, 46.50666666666667]","[1.9702673585791337, 1.9132807003824335, 1.875722471036409, 1.8079977349231118, 1.8769553460572894]","[2.019303146161531, 1.855460668865003, 1.857739624224211, 1.8188760468834324, 1.8229386430037648]","[1.9043041279441433, 1.8110847096694143, 1.7798182964324951, 1.8012408143595646, 1.793859839439392]","[2.0587774201443323, 1.8275090895201032, 1.744240585126375, 1.8002253268894397, 1.7911527533280223]","[1.982844446834765, 1.8228729524110492, 1.8448048202615035, 1.7809131772894609, 1.811531010426973]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4806,0.0,{},{},{},{},{},{},16.70118546485901,17.205275058746338,17.417932510375977,17.246172428131104,17.473195552825928,0,0,0,0,0,0,0,0,0,0,0.4191856384277344,,,0
38,38,38,38,38,38,38,38,38,38,37.886372735069244,37.47009709830889,40.23925506472275,39.16461579896034,39.93284005634859,1.879019584153828,1.8469247428994429,1.8706955031344763,1.858179354667664,1.841891108061138,"[48.66666666666667, 50.0, 49.333333333333336, 44.666666666666664, 46.57333333333333]","[48.66666666666667, 49.333333333333336, 47.333333333333336, 47.333333333333336, 46.160000000000004]","[51.33333333333333, 50.0, 52.666666666666664, 50.0, 45.77333333333333]","[43.333333333333336, 42.66666666666667, 44.666666666666664, 43.333333333333336, 46.78666666666666]","[49.333333333333336, 49.333333333333336, 49.333333333333336, 48.0, 46.21333333333333]","[1.9880757143622951, 1.949951360100194, 1.8496660496059216, 1.7944219488846629, 1.8129828478160657]","[1.9701857378608303, 1.8518421336224204, 1.8364829452414262, 1.7412035716207404, 1.8349093261517977]","[1.9835193659129895, 1.8593354287900423, 1.8223423204923932, 1.8561036586761475, 1.8321767418008101]","[1.9223612107728656, 1.8741360087143748, 1.8645056360646297, 1.7778947729813426, 1.8519991448051052]","[1.963147847275985, 1.83152080837049, 1.8509593574624312, 1.8023407961192883, 1.7614867310774953]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4857,0.0,{},{},{},{},{},{},16.777467727661133,17.70716094970703,17.691826581954956,16.894712448120117,16.40179991722107,0,0,0,0,0,0,0,0,0,0,0.3446884155273437,,,0
39,39,39,39,39,39,39,39,39,39,8.832054347838925,36.29676376497556,40.065921731389395,39.097949132293664,0.0183802601159118,1.885969298764279,1.8446474138059112,1.8909507701271453,1.8347246496300944,1.8097277076620808,"[48.0, 48.0, 48.66666666666667, 46.0, 45.36]","[48.0, 41.333333333333336, 44.666666666666664, 42.66666666666667, 44.98666666666667]","[44.0, 47.333333333333336, 44.0, 47.333333333333336, 45.6]","[50.0, 50.0, 49.333333333333336, 50.0, 46.72]","[42.66666666666667, 42.66666666666667, 40.666666666666664, 40.0, 44.080000000000005]","[2.0371518762488114, 1.8665901359758879, 1.901273056080467, 1.8055557389008372, 1.8192756866153919]","[1.9752678933896517, 1.8530169098000777, 1.7931525895470066, 1.802418407640959, 1.799381268651862]","[1.970247369063528, 1.9057366346058093, 1.900388435313576, 1.8487911224365234, 1.8295902892162925]","[2.0268217513435767, 1.8034903752176386, 1.785355291868511, 1.8169558612923873, 1.7409999684283608]","[1.9366063506979692, 1.8240445915021395, 1.7450783817391646, 1.8148484794717086, 1.7280607348994206]",0.0,0.0,0.0,0.0,-0.0004850368212223,0.0,0.0,0.0,0.0,0.0,0.0,0.4773,0.0,{},{},{},{},{},{},17.213003873825073,17.167821407318115,17.54193687438965,16.865778923034668,17.56528949737549,0,0,0,0,0,0,0,0,0,0,0.3308162689208984,,,0
40,40,40,40,40,40,40,40,40,40,9.085387681172268,37.29676376497555,40.55925506472272,38.071282465627014,0.0050469267825693,1.8859856015757512,1.8680967406222693,1.870612297560039,1.8519379778912195,1.8345741146489192,"[44.0, 44.666666666666664, 42.66666666666667, 43.333333333333336, 45.61333333333334]","[49.333333333333336, 50.0, 52.0, 52.666666666666664, 45.986666666666665]","[48.66666666666667, 46.0, 45.33333333333333, 48.0, 46.093333333333334]","[45.33333333333333, 44.666666666666664, 44.0, 49.333333333333336, 45.693333333333335]","[45.33333333333333, 46.0, 47.333333333333336, 45.33333333333333, 44.06666666666666]","[1.9190955350273533, 1.9352023601531982, 1.856613880709598, 1.8514032928567183, 1.8676129391318874]","[2.0111618041992188, 1.8479056923012984, 1.8437436756334806, 1.8224968721992092, 1.8151756587781405]","[1.9075885634673269, 1.907472855166385, 1.8535374214774685, 1.808226045809294, 1.8762366018797223]","[1.9822797273334705, 1.8830977615557218, 1.8338194646333392, 1.7966860219051963, 1.7638069140283685]","[1.9169982859962864, 1.8097564483943738, 1.8446450860876786, 1.8287017408170199, 1.772769011949238]",51.03175776224165,48.58437679664876,53.27677289780375,44.899819673039126,48.8590594082449,50.000000000000014,49.66666666666666,52.66666666666667,45.00000000000001,50.0,49.79370794351403,0.4812,50.07333333333334,{},{},{},{},{},{},16.683445692062378,16.660420894622803,17.284899711608887,17.07581400871277,16.641177892684937,0,0,0,0,0,0,0,0,0,0,0.3633668422698974,,,0
41,41,41,41,41,41,41,41,41,41,37.766372735069254,38.390097098308885,41.8259217313894,39.03128246562701,39.91950672301525,1.8985008867163409,1.8688375084023725,1.804108273355584,1.8243899395591328,1.8801891991966648,"[44.666666666666664, 44.0, 43.333333333333336, 42.66666666666667, 46.45333333333333]","[40.0, 44.0, 44.0, 44.0, 47.08]","[44.666666666666664, 44.666666666666664, 45.33333333333333, 45.33333333333333, 47.36]","[52.0, 48.66666666666667, 47.333333333333336, 46.0, 46.653333333333336]","[45.33333333333333, 44.0, 43.333333333333336, 46.0, 46.2]","[1.929199168556615, 1.9310801593880904, 1.9043338298797607, 1.8972831901751066, 1.8306080855821307]","[2.0310026281758358, 1.8435918845628436, 1.8152322957390232, 1.7977350636532432, 1.8566256698809172]","[1.8978077675166882, 1.7886358750493903, 1.7997146217446578, 1.7717674845143367, 1.7626156179528487]","[2.029685641589918, 1.8973385032854582, 1.7465124883149798, 1.748395932348151, 1.7000171322571604]","[2.1008313141371073, 1.900853200962669, 1.8230284640663548, 1.8154478073120117, 1.7607852095051815]",51.03175776224165,49.584376796648776,50.610106231137095,49.56648633970578,49.8590594082449,49.99999999999999,50.66666666666667,50.0,49.66666666666666,51.0,49.91370794351403,0.4871,50.19333333333332,{},{},{},{},{},{},16.807818174362183,17.07375431060791,16.948526620864868,17.003432512283325,16.855026245117188,0,0,0,0,0,0,0,0,0,0,0.4140510559082031,,,0
42,42,42,42,42,42,42,42,42,42,37.726372735069255,39.08343043164221,38.265921731389405,40.37794913229367,39.62617338968192,1.9127777664284955,1.8092310165104115,1.882309864696704,1.847852721967196,1.9123771855705665,"[49.333333333333336, 51.33333333333333, 48.66666666666667, 46.0, 46.413333333333334]","[51.33333333333333, 51.33333333333333, 53.333333333333336, 50.66666666666667, 47.77333333333333]","[52.0, 51.33333333333333, 48.66666666666667, 49.333333333333336, 43.8]","[44.666666666666664, 45.33333333333333, 47.333333333333336, 43.333333333333336, 48.0]","[43.333333333333336, 40.666666666666664, 40.0, 40.666666666666664, 45.906666666666666]","[2.037800537912469, 1.891306011300338, 1.9278895541241294, 1.8559115936881618, 1.8509811351173802]","[1.9600526470887034, 1.8255079733697992, 1.7647338415447034, 1.751777498345626, 1.7440831222032245]","[1.992079025820682, 1.8810499530089528, 1.800079251590528, 1.8784995580974377, 1.8598415349659168]","[2.0374000386187903, 1.8535469331239398, 1.8175953752116154, 1.7672422308670848, 1.7634790320145457]","[2.0705521734137284, 1.9298688988936574, 1.8502141927417957, 1.9183158811769987, 1.7929347816266512]",50.03175776224165,48.25104346331544,53.94343956447043,51.23315300637245,46.52572607491157,48.99999999999999,49.333333333333336,53.333333333333336,51.33333333333333,47.66666666666667,49.88037461018069,0.4874,50.16,{},{},{},{},{},{},16.616872310638428,16.274006128311157,16.92121911048889,16.487041234970093,16.4122576713562,0,0,0,0,0,0,0,0,0,0,0.4059062004089355,,,0
43,43,43,43,43,43,43,43,43,43,38.806372735069246,37.99009709830889,41.21258839805607,39.53794913229367,42.706173389681915,1.8869390889217976,1.804018040707237,1.836922244021767,1.897827198630885,1.818310944657577,"[47.333333333333336, 49.333333333333336, 48.0, 42.66666666666667, 47.49333333333333]","[43.333333333333336, 40.666666666666664, 41.333333333333336, 44.0, 46.68]","[56.00000000000001, 54.0, 51.33333333333333, 50.0, 46.74666666666666]","[46.666666666666664, 45.33333333333333, 47.333333333333336, 46.0, 47.160000000000004]","[45.33333333333333, 43.333333333333336, 42.66666666666667, 44.0, 48.986666666666665]","[2.0024515264912655, 1.8730615000975759, 1.8553005394182707, 1.8385998826277883, 1.865281995974089]","[1.9131459311435097, 1.8332950817911249, 1.7741848230361938, 1.7843957825710899, 1.715068584994266]","[2.005021045082494, 1.8598429654773914, 1.7747370443846051, 1.7826674674686633, 1.762342697695682]","[2.029093347097698, 1.9740097585477328, 1.8379762988341481, 1.8295691264303107, 1.8184874622445357]","[1.9834908560702675, 1.8165022197522616, 1.7878598602194535, 1.753248929977417, 1.750452857268484]",50.03175776224165,47.584376796648776,51.610106231137095,52.56648633970578,48.8590594082449,48.99999999999999,48.66666666666667,51.0,52.66666666666666,49.99999999999999,49.98704127684736,0.4917,50.26666666666667,{},{},{},{},{},{},17.565124034881592,16.849326133728027,17.236048936843872,16.344736337661743,16.825950145721436,0,0,0,0,0,0,0,0,0,0,0.4172103404998779,,,0
44,44,44,44,44,44,44,44,44,44,37.966372735069264,37.243430431642224,41.172588398056064,38.897949132293675,41.559506723015254,1.9105912497169093,1.7765471470983405,1.900666509176556,1.828230091145164,1.8431691684220963,"[54.0, 50.0, 48.66666666666667, 50.0, 46.653333333333336]","[45.33333333333333, 46.0, 46.666666666666664, 44.666666666666664, 45.93333333333333]","[50.0, 50.66666666666667, 46.666666666666664, 44.666666666666664, 46.70666666666667]","[48.0, 51.33333333333333, 45.33333333333333, 44.666666666666664, 46.52]","[44.0, 40.666666666666664, 41.333333333333336, 40.0, 47.839999999999996]","[2.040235425296583, 1.9428432175987644, 1.87511061994653, 1.8412929961555882, 1.853473989587081]","[1.9037813575644242, 1.7425416268800433, 1.7481838966670789, 1.7288755178451538, 1.759353336535002]","[2.062069303111026, 1.8608982500277067, 1.8620899664728265, 1.874262903866015, 1.8440121224052028]","[1.965536813986929, 1.8013140276858681, 1.8165773906205829, 1.794189741736964, 1.7635324816954763]","[1.945249174770556, 1.7985059524837292, 1.863275540502448, 1.7870329430228786, 1.8217822313308716]",50.69842442890831,47.25104346331544,49.27677289780377,52.56648633970578,48.52572607491156,49.66666666666667,48.333333333333336,48.66666666666666,52.66666666666666,49.66666666666667,49.86704127684736,0.4993,50.14666666666666,{},{},{},{},{},{},16.727243900299072,16.582898378372192,17.333500862121582,16.743687868118286,17.111567735671997,0,0,0,0,0,0,0,0,0,0,0.5235636234283447,,,0
45,45,45,45,45,45,45,45,45,45,39.059706068402576,38.89676376497556,41.31925506472274,39.13794913229368,39.972840056348595,1.9441939353942872,1.854444171253004,1.8259363350115323,1.824709563506277,1.8079257199638767,"[52.0, 51.33333333333333, 50.0, 46.666666666666664, 47.74666666666666]","[54.0, 56.00000000000001, 57.99999999999999, 56.00000000000001, 47.586666666666666]","[38.666666666666664, 37.333333333333336, 38.0, 37.333333333333336, 46.85333333333334]","[54.666666666666664, 54.0, 53.333333333333336, 56.00000000000001, 46.760000000000005]","[46.666666666666664, 48.0, 46.0, 42.0, 46.25333333333334]","[1.971778298679151, 1.9743797277149402, 1.975645943691856, 1.932154279006155, 1.8670114278793335]","[2.023390067251105, 1.8868674792741473, 1.7905537140996832, 1.768735226831938, 1.802674368808144]","[1.9401028783697831, 1.795805767962807, 1.795997469048751, 1.7924057684446637, 1.8053697912316573]","[1.949295213347987, 1.7958194142893742, 1.8181574909310592, 1.7452924753490247, 1.8149832236139398]","[1.9116698252527338, 1.8893567009976036, 1.7541059569308632, 1.7418375642676103, 1.7426585523705733]",51.36509109557498,49.917710129982105,53.610106231137095,46.23315300637245,46.8590594082449,50.33333333333333,50.99999999999999,52.99999999999999,46.33333333333333,48.0,49.820374610180686,0.4984,50.1,{},{},{},{},{},{},16.59763526916504,16.250284433364868,16.68733549118042,16.331164598464966,16.4619197845459,0,0,0,0,0,0,0,0,0,0,0.4117052555084228,,,0
46,46,46,46,46,46,46,46,46,46,38.526372735069245,39.59009709830889,42.41258839805606,39.991282465627016,42.13284005634858,1.951631064164011,1.8069886019355368,1.8365734414050447,1.8304081866615696,1.8413617083900853,"[42.66666666666667, 42.0, 43.333333333333336, 47.333333333333336, 47.21333333333334]","[46.0, 44.666666666666664, 44.666666666666664, 44.666666666666664, 48.28]","[47.333333333333336, 50.66666666666667, 50.0, 47.333333333333336, 47.946666666666665]","[56.666666666666664, 51.33333333333333, 56.666666666666664, 56.00000000000001, 47.61333333333334]","[54.0, 54.666666666666664, 53.333333333333336, 48.0, 48.413333333333334]","[2.020285073079561, 1.970062161746778, 1.9377926337091547, 1.9190761478323686, 1.9109393044521934]","[1.9487079130975824, 1.8865692991959422, 1.7787401864403172, 1.729957982113487, 1.6909676288303577]","[1.9591889569633885, 1.8977903441378945, 1.768276804371884, 1.7479721809688367, 1.809638920583223]","[1.9731527692393254, 1.842535087936803, 1.799884507530614, 1.7909870084963346, 1.7454815601047717]","[1.9745937083896838, 1.8762795548689992, 1.8244899825045937, 1.7668018466547917, 1.7646434495323582]",50.69842442890831,50.917710129982105,52.94343956447042,51.5664863397058,48.8590594082449,49.66666666666667,52.0,52.33333333333333,51.66666666666666,49.99999999999999,49.91370794351403,0.5024,50.193333333333335,{},{},{},{},{},{},16.462612628936768,16.668993949890137,16.663742780685425,17.12998938560486,16.939651012420654,0,0,0,0,0,0,0,0,0,0,0.4252405166625976,,,0
47,47,47,47,47,47,47,47,47,47,38.96637273506924,39.88343043164223,42.545921731389406,39.577949132293675,42.586173389681925,1.9268805165039864,1.846820680718673,1.8300844845018889,1.799880273718583,1.7627152518222209,"[46.0, 45.33333333333333, 46.666666666666664, 45.33333333333333, 47.65333333333333]","[45.33333333333333, 44.0, 41.333333333333336, 42.0, 48.57333333333334]","[48.0, 48.66666666666667, 48.66666666666667, 49.333333333333336, 48.08]","[55.333333333333336, 51.33333333333333, 49.333333333333336, 46.666666666666664, 47.199999999999996]","[50.0, 47.333333333333336, 44.666666666666664, 46.666666666666664, 48.86666666666667]","[2.0626138197748283, 1.9886484334343357, 1.8536828066173352, 1.853636992605109, 1.8758205300883244]","[1.9931055181904842, 1.764011590104354, 1.8287682282297235, 1.8343066228063483, 1.8139114442624544]","[1.946892957938345, 1.8333337118751125, 1.7765550864370245, 1.8004454186088161, 1.7931952476501465]","[1.9396724512702541, 1.760601326038963, 1.7933369561245567, 1.7553947536568892, 1.7503958815022518]","[1.8681867561842267, 1.7811641755856966, 1.772649652079532, 1.7098134756088257, 1.6817621996528225]",48.03175776224165,46.917710129982105,50.610106231137095,49.23315300637245,48.19239274157824,47.0,48.0,49.99999999999999,49.33333333333334,49.33333333333333,49.87370794351403,0.5008,50.153333333333336,{},{},{},{},{},{},16.96733260154724,16.712570428848267,16.677669525146484,17.14827847480774,16.948756456375122,0,0,0,0,0,0,0,0,0,0,0.5157945156097412,,,0
48,48,48,48,48,48,48,48,48,48,38.486372735069246,39.00343043164222,43.372588398056074,40.257949132293675,43.039506723015265,1.903978211001346,1.8141956366990744,1.84036542490909,1.8306842214182804,1.846752816752384,"[53.333333333333336, 50.0, 50.0, 48.0, 47.17333333333333]","[48.0, 50.66666666666667, 49.333333333333336, 49.333333333333336, 47.693333333333335]","[54.666666666666664, 54.0, 52.0, 52.666666666666664, 48.906666666666666]","[49.333333333333336, 46.666666666666664, 47.333333333333336, 48.66666666666667, 47.88]","[49.333333333333336, 51.33333333333333, 48.0, 49.333333333333336, 49.32]","[2.0677045646466707, 1.8197151297017147, 1.8838861114100407, 1.898483483414901, 1.850101765833403]","[2.0183022022247314, 1.7895455172187404, 1.7743689198242991, 1.786434807275471, 1.702326736952129]","[1.9874666866503263, 1.8514115433943898, 1.8412422631916248, 1.7621812067533795, 1.7595254245557284]","[1.962694801782307, 1.8357666981847662, 1.854461017407869, 1.7709211424777382, 1.7295774472387213]","[1.9671948897211176, 1.848694826427259, 1.7920488119125366, 1.7768013853775828, 1.849024170323422]",51.698424428908325,50.917710129982105,48.610106231137095,48.23315300637245,49.52572607491157,50.66666666666667,52.0,48.0,48.333333333333336,50.66666666666666,49.88037461018069,0.5091,50.16,{},{},{},{},{},{},16.60081195831299,16.810363292694092,16.805158853530884,16.26988983154297,16.784437894821167,0,0,0,0,0,0,0,0,0,0,0.4155247211456299,,,0
49,49,49,49,49,49,49,49,49,49,39.73970606840259,39.48343043164222,43.41258839805606,41.65794913229368,42.239506723015275,1.899853026239496,1.784858027257417,1.8806136909284088,1.8929564714431764,1.80699999332428,"[57.333333333333336, 56.00000000000001, 55.333333333333336, 55.333333333333336, 48.42666666666667]","[50.66666666666667, 50.0, 50.66666666666667, 48.66666666666667, 48.17333333333333]","[52.666666666666664, 51.33333333333333, 52.0, 48.66666666666667, 48.946666666666665]","[55.333333333333336, 55.333333333333336, 51.33333333333333, 45.33333333333333, 49.28]","[49.333333333333336, 48.0, 44.666666666666664, 46.666666666666664, 48.52]","[1.988526833684821, 1.908545732498169, 1.8320676653008712, 1.8648285865783691, 1.9052963131352474]","[1.9244305146367926, 1.7577940100117733, 1.7534664430116351, 1.758575765710128, 1.7300234029167576]","[1.984137635481985, 1.9062880967792712, 1.8464481014954417, 1.8628510801415694, 1.8033435407437777]","[1.9991301109916286, 1.9587912120317157, 1.8433927674042552, 1.8405054493954307, 1.8229628173928512]","[1.9559961557388306, 1.7648440034765946, 1.776573852488869, 1.8125295513554622, 1.7250564035616422]",49.698424428908325,47.584376796648776,52.27677289780377,49.23315300637245,50.52572607491157,48.66666666666667,48.66666666666667,51.66666666666666,49.333333333333336,51.66666666666667,50.10704127684736,0.5111,50.386666666666656,{},{},{},{},{},{},16.21460509300232,16.366309881210327,16.643476009368896,16.456562042236328,16.55672025680542,0,0,0,0,0,0,0,0,0,0,0.4184968471527099,,,0
